what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257134759
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257151559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257166684
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257170898
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257176525
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257181281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257184249
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257186480
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1333257191918
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1333257211948
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257213773
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257219167
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1333257219234
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333257233913
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257259008
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257424151
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333257424189
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257430038
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257440580
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257468425
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257475228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257486354
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257490364
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257496938
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257499788
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1333257499846
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333257510322
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257525126
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257525302
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333257563133
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333257576809
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333257581518
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1333257582600
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333257586228
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333257588677
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333257590129
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333257591472
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333257591739
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257601903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257602070
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333257610804
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333257616997
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333257620812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257646747
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257649150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257656702
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257664387
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333257664485
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333257664559
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333257710872
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333257721642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257725670
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257735631
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333257735737
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333257735807
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333257852043
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257967644
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333257971527
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333258000228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333258005663
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333258021541
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333258021675
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333258021756
