what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333178225620
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333178937200
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333178943164
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333178945949
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333178959782
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333178959929
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333178960038
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333179017940
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333179019840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333179020577
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333179021469
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333179022059
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333179023130
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333179035240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333179054324
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333179099906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333179112864
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1333179118537
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333179121460
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1333179127429
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333179127501
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333179129941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333179161107
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333179172807
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333179173663
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333183845340
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333183853161
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333183863315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333183884003
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333183896411
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333183896541
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333183896640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333183908423
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1333183921516
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1333183933020
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333183991526
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1333183991571
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1333184019780
started,bundle,org.eclipse.equinox.p2.ui,2.1.0.v20110601,"org.eclipse.equinox.p2.ui",1333184019810
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20110510,"org.eclipse.equinox.p2.transport.ecf",1333184021297
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1333184021342
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1333184021368
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1333184021422
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1333184021460
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1333184021462
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333184021578
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333184068560
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110510,"org.eclipse.equinox.p2.updatesite",1333184085245
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110511,"org.eclipse.equinox.p2.publisher",1333184085259
started,bundle,org.eclipse.equinox.p2.publisher.eclipse,1.0.0.v20110511,"org.eclipse.equinox.p2.publisher.eclipse",1333184086149
error,log,,,"Provisioning exception",1333184087989
error,log,,,"フィーチャー http://downloads.sourceforge.net/project/eclipsefp/updates/features/net.sf.eclipsefp.haskell_1.106.0.jar の読み取り中にエラー。",1333184088010
error,log,,,"Provisioning exception",1333184089119
error,log,,,"フィーチャー http://downloads.sourceforge.net/project/eclipsefp/updates/features/net.sf.eclipsefp.haskell_1.107.0.jar の読み取り中にエラー。",1333184089122
error,log,,,"Provisioning exception",1333184090268
error,log,,,"フィーチャー http://downloads.sourceforge.net/project/eclipsefp/updates/features/net.sf.eclipsefp.haskell_1.108.0.jar の読み取り中にエラー。",1333184090271
error,log,,,"Provisioning exception",1333184091322
error,log,,,"フィーチャー http://downloads.sourceforge.net/project/eclipsefp/updates/features/net.sf.eclipsefp.haskell_1.109.0.jar の読み取り中にエラー。",1333184091324
error,log,,,"Provisioning exception",1333184092464
error,log,,,"フィーチャー http://downloads.sourceforge.net/project/eclipsefp/updates/features/net.sf.eclipsefp.haskell_1.110.0.jar の読み取り中にエラー。",1333184092467
error,log,,,"Provisioning exception",1333184093493
error,log,,,"フィーチャー http://downloads.sourceforge.net/project/eclipsefp/updates/features/net.sf.eclipsefp.haskell_1.111.0.jar の読み取り中にエラー。",1333184093494
started,bundle,org.eclipse.equinox.p2.director,2.1.0.v20110504-1715,"org.eclipse.equinox.p2.director",1333184094258
error,log,,,"Provisioning exception",1333184094580
error,log,,,"フィーチャー http://downloads.sourceforge.net/project/eclipsefp/updates/features/net.sf.eclipsefp.haskell_2.0.0.jar の読み取り中にエラー。",1333184094582
error,log,,,"Provisioning exception",1333184095711
error,log,,,"フィーチャー http://downloads.sourceforge.net/project/eclipsefp/updates/features/net.sf.eclipsefp.haskell_2.0.1.jar の読み取り中にエラー。",1333184095715
error,log,,,"Provisioning exception",1333184096869
error,log,,,"フィーチャー http://downloads.sourceforge.net/project/eclipsefp/updates/features/net.sf.eclipsefp.haskell_2.0.2.jar の読み取り中にエラー。",1333184096876
error,log,,,"Provisioning exception",1333184097999
error,log,,,"フィーチャー http://downloads.sourceforge.net/project/eclipsefp/updates/features/net.sf.eclipsefp.haskell_2.0.3.jar の読み取り中にエラー。",1333184098005
error,log,,,"Provisioning exception",1333184099077
error,log,,,"フィーチャー http://downloads.sourceforge.net/project/eclipsefp/updates/features/net.sf.eclipsefp.haskell_2.0.4.jar の読み取り中にエラー。",1333184099078
error,log,,,"Provisioning exception",1333184100136
error,log,,,"フィーチャー http://downloads.sourceforge.net/project/eclipsefp/updates/features/net.sf.eclipsefp.haskell_2.1.0.jar の読み取り中にエラー。",1333184100139
error,log,,,"Provisioning exception",1333184101217
error,log,,,"フィーチャー http://downloads.sourceforge.net/project/eclipsefp/updates/features/net.sf.eclipsefp.haskell_2.2.0.jar の読み取り中にエラー。",1333184101219
error,log,,,"Provisioning exception",1333184102290
error,log,,,"フィーチャー http://downloads.sourceforge.net/project/eclipsefp/updates/features/net.sf.eclipsefp.haskell_2.2.1.jar の読み取り中にエラー。",1333184102292
error,log,,,"Provisioning exception",1333184103354
